UPI,REPORTS
aryan@ybl,0
sumit@okhdfcbank,3
fastfood@ybl,4
sbihelpdesk@okaxis,4
paypal@okicici,2
verify@okicicii,237
insurance@fam,2
saumya@paytm,0
ishaan@paytm,1
aryan@okicici,2
ivy@okaxis,0
gursheel@ybl,2
amit@okicici,3
anandi@ybl,0
sbihelpdesk@okaxis,0
grocery@okaxis,3
helpline@paytm,2
devansh@upi,2
sumit@fam,5
insurance@fam,0
sbihelpdesk@upi,1
ishaan@ybl,4
sumit@ybl,2
kaavya@upi,3
helpline@okaxis,4
fastfood@paytm,4
insurance@okaxis,2
sbihelpdesk@okaxis,3
fastfood@ybl,1
helpline52@okrefund,464
paypal@ybl,0
anandi@okhdfcbank,4
gursheel@okicici,0
anandi@okicici,5
ivy@upi,0
devansh@okicici,3
sbihelpdesk@upi,2
saumya@okhdfcbank,5
sbihelpdesk@okicici,5
grocery@upi,0
fastfood@upi,2
aryan@okhdfcbank,0
aryan@upi,3
ishaan@paytm,2
fastfood@ybl,2
insurance@okhdfcbank,0
loanoffer@okicicii,203
sumit@ybl,2
saumya@upi,4
fastfood@okicici,5
insurance@upi,3
sumit@upi,2
reward@oksbibank,197
fastfood@fam,1
helpline@fam,1
sbihelpdesk@okhdfcbank,0
amit@fam,4
devansh@okicici,1
helpline@paypal,452
ishaan@ybl,4
amit@ybl,3
devansh@okhdfcbank,0
fastfood@okicici,0
sbihelpdesk@ybl,2
kaavya@paytm,5
ananya@okicici,4
helpline@okhdfcbank,0
cashback74@okicicii,197
anandi@paytm,1
paytmcash@upi,4
gursheel@okicici,2
helpline@okaxisback,230
loanoffer75@okrefund,458
grocery@fam,1
grocery@paytm,4
insurance@ybl,3
saumya@okaxis,0
helpline@okicici,4
devansh@okhdfcbank,1
loanoffer98@googlepay,489
saumya@okaxis,5
saumya@fam,2
aryan@paytm,1
fastfood@okaxis,2
amit@okaxis,1
aryan@okicici,3
devansh@upi,5
amit@paytm,0
ishaan@fam,0
grocery@okicici,0
insurance@okicici,5
devansh@okhdfcbank,5
paytmcash@okhdfcbank,5
devansh@upi,5
anandi@paytm,3
ishaan@upi,5
insurance@okaxis,3
devansh@okaxis,2
helpline@okhdfcbank,2
insurance@upi,4
grocery@upi,1
amit@okaxis,3
ishaan@okicici,5
devansh@upi,5
amit@paytm,0
ananya@okhdfcbank,3
helpline@okaxis,0
devansh@upi,1
cashback91@okhdfcbnk,386
kaavya@fam,4
helpline@okicici,0
insurance@okicici,1
loanoffer59@googlepay,118
fastfood@upi,0
amit@ybl,3
amit@upi,5
insurance@okaxis,5
grocery@okaxis,0
ishaan@upi,3
saumya@okhdfcbank,1
sumit@okhdfcbank,2
anandi@okhdfcbank,3
sumit@upi,4
fastrefund@customercareupi,225
ivy@okicici,5
helpline@okhdfcbank,3
helpline@okhdfcbank,0
amit@okicici,0
refund58@okrefund,489
sbihelpdesk@okicici,3
aryan@fam,5
paytmcash@paytm,1
amit@upi,2
helpline@upi,3
paypal@paytm,5
sbihelpdesk@okhdfcbank,5
saumya@okaxis,5
kaavya@ybl,4
insurance@upi,1
paypal@okicici,4
paytmcash@upi,0
gursheel@paytm,2
ivy@ybl,3
helpline@upi,5
paytmcash@upi,4
ananya@okhdfcbank,5
paytmcash@okhdfcbank,0
anandi@ybl,1
devansh@okicici,3
fastfood@okhdfcbank,3
ishaan@okicici,3
gursheel@okicici,4
sumit@okaxis,1
helpline@okicici,3
ishaan@paytm,3
helpline@upi,4
devansh@paytm,0
sumit@fam,1
gursheel@paytm,0
ananya@okaxis,4
sumit@okhdfcbank,2
helpdesk66@oksbibank,333
insurance@okicici,5
gursheel@ybl,0
aryan@upi,5
amit@fam,3
helpline@upi,0
insurance@fam,4
anandi@okicici,1
grocery@upi,2
sbihelpdesk@upi,2
paytmcash@okaxis,4
paypal@okaxis,3
grocery@okhdfcbank,2
ivy@okhdfcbank,5
sumit@ybl,1
amit@okhdfcbank,1
ananya@okaxis,0
aryan@paytm,5
fastfood@okaxis,3
devansh@paytm,4
kaavya@upi,1
anandi@paytm,4
sbihelpdesk@okicici,1
amit@upi,5
ananya@okicici,3
paytmcash@paytm,3
refund15@okicicii,117
paytmcash@paytm,5
ishaan@okicici,2
ishaan@ybl,2
sumit@ybl,5
insurance@fam,1
grocery@ybl,2
grocery@okhdfcbank,0
ivy@okicici,0
ivy@okaxis,4
paytmcash@upi,4
sbihelpdesk@fam,5
sbihelpdesk@paytm,4
paytmcash@ybl,4
aryan@ybl,0
kaavya@okhdfcbank,1
kaavya@paytm,3
paypal@ybl,1
saumya@upi,1
sbihelpdesk@upi,3
ivy@upi,5
gursheel@upi,1
gursheel@upi,5
fastfood@okicici,0
grocery@okaxis,1
sbihelpdesk@okaxis,5
saumya@upi,4
fastfood@upi,1
reward@okaxisback,489
saumya@paytm,1
paytmcash@okicici,5
ishaan@okicici,3
aryan@ybl,0
saumya@upi,5
insurance@okaxis,4
paytmcash@okicici,0
verify@paypal,361
amit@fam,1
sbihelpdesk@fam,3
amit@paytm,5
kaavya@okhdfcbank,2
insurance@fam,4
aryan@upi,0
sumit@okhdfcbank,4
ananya@okhdfcbank,3
fastfood@okhdfcbank,2
paypal@okaxis,3
grocery@okhdfcbank,4
kaavya@upi,1
sbihelpdesk@upi,4
amit@paytm,0
anandi@okicici,5
grocery@paytm,1
helpline@okaxis,2
aryan@ybl,1
aryan@okhdfcbank,1
aryan@okaxis,2
helpline@paytm,3
paytmcash@ybl,2
fastrefund@okrefund,241
gursheel@okaxis,0
fastfood@upi,0
helpline49@customercareupi,194
paypal@paytm,1
kaavya@ybl,5
helpline@upi,3
kaavya@okaxis,0
kaavya@ybl,3
verify38@okicicii,476
sbihelpdesk@okicici,2
gursheel@okhdfcbank,1
grocery@upi,5
sbihelpdesk@okaxis,0
paytmcash@upi,5
kaavya@okhdfcbank,1
aryan@okhdfcbank,3
aryan@fam,2
helpline@okhdfcbnk,236
paypal@okhdfcbank,2
ananya@upi,3
paypal@okaxis,3
sbihelpdesk@upi,4
paytmcash@okhdfcbank,5
anandi@upi,2
insurance@okaxis,4
sumit@paytm,4
saumya@okhdfcbank,5
insurance@okicici,4
aryan@okaxis,1
gursheel@ybl,2
ananya@okicici,3
paytmcash@ybl,0
paypal@okhdfcbank,5
amit@fam,0
sbihelpdesk@ybl,0
gursheel@okhdfcbank,5
ishaan@upi,4
gursheel@ybl,1
fastfood@fam,1
paypal@okaxis,5
aryan@upi,1
paytmcash@ybl,5
grocery@fam,5
verify31@okhdfcbnk,159
aryan@fam,1
sumit@okicici,3
helpline@ybl,3
amit@okhdfcbank,0
amit@paytm,0
ishaan@fam,3
amit@okaxis,5
paypal@paytm,0
ishaan@ybl,3
fastfood@ybl,5
sbihelpdesk@ybl,0
paypal@paytm,4
sumit@okhdfcbank,5
grocery@fam,0
reward@okicicii,346
ananya@paytm,3
sumit@paytm,4
gursheel@okaxis,1
paytmcash@upi,5
gursheel@fam,2
gursheel@upi,5
fastrefund83@paypal,368
cashback@googlepay,368
fastfood@okaxis,4
kaavya@ybl,5
devansh@okaxis,5
devansh@okicici,5
ananya@upi,5
grocery@okaxis,3
kaavya@ybl,2
ananya@okaxis,5
aryan@okhdfcbank,0
sbihelpdesk@upi,4
ananya@fam,3
fastfood@fam,2
devansh@okaxis,3
amit@okhdfcbank,5
kaavya@okicici,2
aryan@okhdfcbank,4
kaavya@okaxis,2
paypal@okaxis,3
sbihelpdesk@ybl,3
gursheel@paytm,2
kaavya@paytm,4
kaavya@ybl,2
fastfood@paytm,4
fastrefund@okrefund,287
ishaan@paytm,2
ivy@fam,0
helpline@okicici,5
helpline@okicici,4
cashback40@googlepay,261
anandi@okaxis,0
amit@okaxis,3
fastfood@fam,1
aryan@ybl,4
sumit@ybl,1
gursheel@paytm,1
ishaan@ybl,3
saumya@ybl,3
kaavya@okaxis,0
anandi@okhdfcbank,4
saumya@okicici,5
saumya@ybl,2
anandi@okhdfcbank,5
anandi@fam,4
ishaan@okhdfcbank,0
fastrefund@googlepay,255
kaavya@paytm,0
reward@customercareupi,350
sbihelpdesk@paytm,4
ishaan@okicici,5
helpline@ybl,4
ivy@paytm,5
ananya@okicici,4
paypal@fam,4
insurance@okhdfcbank,0
reward90@okicicii,134
refund49@okicicii,452
ishaan@okicici,2
paypal@ybl,3
paytmcash@paytm,2
paypal@okaxis,4
ishaan@upi,3
helpline52@googlepay,365
ivy@okhdfcbank,4
insurance@okaxis,1
paytmcash@paytm,0
ishaan@okicici,4
grocery@fam,5
sumit@fam,1
anandi@ybl,0
kaavya@okicici,2
fastfood@okicici,3
grocery@paytm,4
ananya@fam,5
amit@upi,2
ananya@okaxis,4
gursheel@okhdfcbank,4
aryan@okaxis,0
devansh@paytm,2
saumya@paytm,4
gursheel@okaxis,4
gursheel@ybl,0
anandi@upi,5
ananya@okhdfcbank,3
ananya@okhdfcbank,1
ananya@okhdfcbank,4
gursheel@paytm,0
amit@fam,0
saumya@ybl,1
paytmcash@okaxis,3
refund@oksbibank,475
paypal@upi,1
insurance@okhdfcbank,0
paypal@paytm,4
sbihelpdesk@fam,3
ananya@paytm,3
loanoffer@oksbibank,363
ishaan@okicici,4
saumya@upi,4
helpline@paytm,4
ivy@okaxis,0
insurance@okaxis,3
paypal@fam,1
sbihelpdesk@okicici,3
aryan@ybl,2
sumit@okicici,1
sbihelpdesk@okhdfcbank,3
sbihelpdesk@fam,2
gursheel@okaxis,3
insurance@okaxis,3
sumit@okhdfcbank,3
paytmcash@okicici,4
anandi@paytm,2
paypal@okhdfcbank,4
ananya@fam,5
ishaan@fam,5
gursheel@okicici,3
ishaan@paytm,2
helpline@okhdfcbank,0
aryan@okhdfcbank,0
kaavya@okicici,4
ishaan@upi,3
anandi@okhdfcbank,4
devansh@upi,4
saumya@okicici,5
saumya@okicici,4
sbihelpdesk@okhdfcbank,4
amit@ybl,2
fastfood@okicici,4
saumya@upi,3
ishaan@ybl,5
aryan@okaxis,3
fastfood@okhdfcbank,2
ananya@upi,0
devansh@okhdfcbank,5
grocery@okaxis,4
fastfood@ybl,1
insurance@okicici,0
aryan@ybl,4
anandi@okicici,4
refund@okaxisback,140
amit@paytm,5
aryan@upi,4
sumit@okaxis,4
kaavya@upi,5
anandi@fam,4
fastfood@okhdfcbank,4
insurance@okicici,3
ivy@okicici,5
fastfood@okicici,0
ivy@okicici,3
kaavya@ybl,4
anandi@ybl,3
reward30@customercareupi,344
paytmcash@okaxis,3
sbihelpdesk@okaxis,5
fastfood@fam,3
devansh@okicici,1
insurance@upi,5
ishaan@ybl,5
gursheel@ybl,4
ananya@paytm,0
paytmcash@okaxis,3
devansh@paytm,3
sbihelpdesk@fam,2
helpline@okicici,3
insurance@ybl,5
insurance@upi,1
fastfood@okaxis,5
reward@customercareupi,457
helpline@okicicii,417
ananya@ybl,5
paypal@okaxis,5
saumya@upi,5
amit@okicici,2
ishaan@okhdfcbank,2
devansh@fam,3
ivy@upi,1
refund@okrefund,289
gursheel@paytm,1
amit@okicici,0
insurance@okicici,4
cashback@okaxisback,305
ivy@okaxis,1
kaavya@okhdfcbank,5
helpline@okhdfcbank,4
sumit@okicici,0
ishaan@paytm,1
sumit@ybl,0
reward@customercareupi,156
saumya@ybl,2
insurance@fam,5
fastfood@paytm,0
saumya@upi,5
insurance@okaxis,2
aryan@ybl,3
sumit@ybl,5
aryan@okaxis,0
reward96@oksbibank,179
grocery@okhdfcbank,5
sumit@paytm,3
grocery@ybl,0
cashback@okhdfcbnk,284
ananya@upi,0
reward17@okaxisback,258
reward@okicicii,500
saumya@okhdfcbank,1
ishaan@upi,0
grocery@paytm,3
gursheel@okhdfcbank,5
sbihelpdesk@upi,1
grocery@ybl,2
paypal@paytm,0
grocery@paytm,5
gursheel@upi,2
ananya@paytm,4
ivy@fam,2
cashback83@okhdfcbnk,318
ananya@okaxis,1
helpline@okicici,3
gursheel@okhdfcbank,0
grocery@upi,5
insurance@paytm,4
refund31@oksbibank,299
saumya@okhdfcbank,2
sumit@ybl,4
amit@paytm,2
aryan@upi,2
paypal@ybl,5
helpdesk89@okrefund,371
ananya@okicici,1
insurance@paytm,5
anandi@upi,1
sumit@okaxis,3
ishaan@paytm,5
gursheel@okhdfcbank,4
fastfood@okaxis,2
gursheel@okhdfcbank,5
anandi@okaxis,2
sbihelpdesk@fam,0
sbihelpdesk@okaxis,2
fastfood@ybl,2
ivy@okicici,5
grocery@okhdfcbank,5
ivy@ybl,1
ananya@fam,5
loanoffer@oksbibank,294
sumit@fam,4
helpdesk77@okaxisback,101
ishaan@fam,4
kaavya@okhdfcbank,0
anandi@ybl,0
helpline@paytm,4
helpline@okaxis,5
helpline@okhdfcbnk,328
gursheel@okhdfcbank,2
ivy@paytm,4
kaavya@upi,5
paypal@upi,2
cashback@oksbibank,422
amit@paytm,4
saumya@fam,2
paytmcash@paytm,4
ananya@ybl,5
helpline@okaxis,0
insurance@paytm,0
insurance@ybl,5
aryan@paytm,0
ananya@okhdfcbank,3
ishaan@fam,4
sumit@ybl,2
grocery@okhdfcbank,1
reward94@okhdfcbnk,115
devansh@ybl,4
gursheel@ybl,2
gursheel@okaxis,0
amit@upi,1
helpline@upi,2
insurance@okaxis,4
ivy@okhdfcbank,2
gursheel@paytm,4
sbihelpdesk@paytm,1
helpline@okhdfcbank,0
saumya@okaxis,2
ananya@paytm,0
verify52@okaxisback,174
amit@okhdfcbank,3
kaavya@fam,1
ishaan@fam,0
sumit@okhdfcbank,2
ananya@okicici,0
paytmcash@fam,5
sumit@okhdfcbank,0
aryan@paytm,4
kaavya@upi,4
insurance@paytm,5
anandi@upi,1
devansh@okhdfcbank,5
sumit@okicici,1
paytmcash@okaxis,3
gursheel@ybl,0
anandi@ybl,3
fastfood@paytm,3
gursheel@okicici,2
ananya@paytm,4
paypal@okhdfcbank,1
anandi@ybl,5
saumya@okicici,5
paytmcash@okaxis,4
ivy@paytm,0
gursheel@ybl,2
kaavya@ybl,5
amit@okicici,2
amit@upi,5
ishaan@paytm,3
insurance@okhdfcbank,2
ivy@ybl,5
sbihelpdesk@ybl,4
fastfood@fam,1
sbihelpdesk@okaxis,1
ananya@fam,5
saumya@ybl,5
paytmcash@paytm,1
gursheel@okaxis,1
paypal@okaxis,2
refund17@okhdfcbnk,366
devansh@upi,4
sumit@ybl,4
amit@okhdfcbank,2
saumya@fam,3
helpline@fam,1
paytmcash@paytm,1
sumit@fam,2
ananya@okhdfcbank,3
ishaan@upi,1
ivy@paytm,0
devansh@upi,1
paypal@okhdfcbank,5
grocery@fam,5
gursheel@fam,0
gursheel@upi,5
devansh@ybl,1
helpline@okaxis,4
insurance@fam,2
saumya@okhdfcbank,4
kaavya@paytm,2
ishaan@okhdfcbank,3
sbihelpdesk@ybl,2
grocery@paytm,0
devansh@okicici,0
paytmcash@upi,1
insurance@ybl,2
saumya@upi,0
ishaan@okicici,2
aryan@okaxis,5
amit@okhdfcbank,5
saumya@fam,1
sumit@fam,2
kaavya@fam,0
gursheel@paytm,3
grocery@okaxis,2
sumit@paytm,2
ivy@okicici,3
ishaan@upi,2
refund52@okicicii,165
kaavya@fam,0
helpline@paytm,1
ishaan@okicici,5
ivy@ybl,5
ishaan@okicici,4
kaavya@upi,1
gursheel@upi,5
insurance@okhdfcbank,0
loanoffer@googlepay,446
amit@okhdfcbank,2
anandi@ybl,5
paypal@fam,5
kaavya@ybl,4
ishaan@ybl,4
ishaan@okhdfcbank,5
paypal@paytm,1
amit@okhdfcbank,4
gursheel@fam,0
helpline@okaxis,5
helpline@okaxis,0
helpline@upi,3
saumya@okaxis,5
helpline@paytm,1
loanoffer@paypal,397
kaavya@ybl,5
grocery@okaxis,4
fastfood@paytm,3
paytmcash@okhdfcbank,1
sbihelpdesk@okaxis,3
devansh@ybl,3
fastfood@fam,3
amit@paytm,4
kaavya@okhdfcbank,2
fastfood@okaxis,1
ishaan@ybl,0
sumit@ybl,5
saumya@ybl,4
fastfood@okhdfcbank,5
anandi@fam,1
saumya@okhdfcbank,3
ishaan@ybl,3
kaavya@paytm,1
ananya@paytm,5
grocery@fam,1
fastfood@upi,1
ishaan@fam,1
saumya@fam,0
grocery@paytm,4
fastfood@fam,4
paytmcash@paytm,5
anandi@upi,0
gursheel@okaxis,1
ananya@okicici,5
insurance@paytm,2
gursheel@okhdfcbank,0
saumya@fam,0
insurance@okicici,3
sbihelpdesk@okaxis,1
grocery@fam,2
sbihelpdesk@paytm,1
grocery@okaxis,5
paypal@ybl,1
ivy@ybl,1
paypal@okaxis,1
cashback@oksbibank,263
devansh@okhdfcbank,1
aryan@paytm,4
verify32@okrefund,372
amit@ybl,3
amit@okicici,4
ivy@okaxis,5
anandi@ybl,1
helpline@okhdfcbank,1
paytmcash@okicici,0
aryan@okaxis,5
paypal@okaxis,4
helpline@paytm,0
kaavya@paytm,1
fastfood@upi,3
ananya@okhdfcbank,3
sbihelpdesk@paytm,1
helpline@paypal,320
grocery@okhdfcbank,0
gursheel@ybl,2
gursheel@upi,2
kaavya@ybl,4
ananya@okicici,2
ananya@okhdfcbank,4
kaavya@paytm,0
ivy@ybl,5
ananya@paytm,1
anandi@upi,4
sbihelpdesk@paytm,1
fastfood@paytm,2
paypal@fam,2
fastfood@paytm,2
loanoffer76@paypal,399
insurance@okhdfcbank,2
sumit@ybl,1
saumya@ybl,1
anandi@fam,0
amit@okicici,4
kaavya@okaxis,0
paytmcash@paytm,1
fastfood@okaxis,0
ananya@okaxis,4
paytmcash@okicici,5
ishaan@fam,4
aryan@okaxis,4
insurance@okhdfcbank,3
sumit@okicici,0
anandi@ybl,0
aryan@paytm,5
sbihelpdesk@paytm,1
anandi@ybl,0
helpline@okicici,0
gursheel@okicici,0
sbihelpdesk@okaxis,2
loanoffer81@okrefund,435
aryan@okaxis,2
fastfood@upi,4
paytmcash@okhdfcbank,0
ananya@fam,5
fastfood@fam,0
paytmcash@paytm,3
helpline@upi,1
aryan@fam,2
ananya@paytm,4
paypal@fam,3
ivy@paytm,0
sumit@okaxis,2
ananya@okhdfcbank,1
aryan@okhdfcbank,1
grocery@upi,4
helpline@fam,3
gursheel@okaxis,0
insurance@okaxis,5
devansh@okhdfcbank,1
reward@customercareupi,312
fastfood@fam,4
ishaan@upi,5
saumya@okaxis,1
kaavya@okhdfcbank,3
cashback@okicicii,210
anandi@upi,1
saumya@okicici,5
kaavya@paytm,3
insurance@okaxis,4
saumya@upi,4
paypal@upi,2
helpdesk@oksbibank,378
anandi@okhdfcbank,1
saumya@ybl,4
paytmcash@okaxis,3
saumya@paytm,5
ishaan@okhdfcbank,1
fastfood@ybl,4
helpline@okicici,1
paytmcash@ybl,2
ivy@paytm,3
paytmcash@okhdfcbank,1
anandi@ybl,3
paytmcash@okicici,0
devansh@upi,3
devansh@okicici,4
verify61@okrefund,183
devansh@okicici,5
sumit@upi,2
sbihelpdesk@paytm,5
anandi@okhdfcbank,2
saumya@okaxis,2
aryan@okhdfcbank,4
ishaan@okicici,0
aryan@okicici,4
insurance@okicici,0
paytmcash@upi,5
paytmcash@okaxis,0
paytmcash@okhdfcbank,5
ananya@ybl,3
insurance@ybl,4
verify@okhdfcbnk,288
helpline@okaxis,1
amit@okaxis,2
helpline@okaxis,1
devansh@okaxis,2
sbihelpdesk@upi,1
ananya@okhdfcbank,4
ananya@okicici,1
devansh@paytm,0
grocery@upi,5
paypal@okhdfcbank,4
sumit@okhdfcbank,5
loanoffer@customercareupi,280
devansh@ybl,4
fastfood@ybl,3
fastrefund54@okaxisback,144
fastfood@okhdfcbank,5
kaavya@upi,1
gursheel@okaxis,3
verify@okhdfcbnk,237
refund@okrefund,482
kaavya@okaxis,0
amit@paytm,1
ishaan@fam,2
gursheel@ybl,4
ivy@fam,3
loanoffer@oksbibank,393
saumya@okaxis,4
gursheel@paytm,3
kaavya@okicici,4
insurance@upi,5
aryan@okicici,1
reward@googlepay,373
gursheel@upi,3
grocery@okaxis,1
ananya@paytm,3
helpdesk@paypal,212
gursheel@okhdfcbank,4
helpline@okrefund,274
helpline@fam,1
sumit@okicici,4
helpline@okicici,0
grocery@fam,0
helpline@okicicii,201
sbihelpdesk@fam,1
insurance@ybl,4
paypal@okaxis,2
ivy@ybl,5
paypal@upi,4
saumya@okicici,3
ananya@paytm,3
ananya@okicici,0
helpline@okhdfcbank,3
grocery@fam,3
saumya@paytm,5
paypal@paytm,3
aryan@upi,4
reward21@paypal,255
paypal@ybl,3
ishaan@okaxis,2
devansh@upi,4
grocery@okhdfcbank,1
ananya@fam,1
refund24@paypal,466
sumit@okicici,2
insurance@okhdfcbank,4
paytmcash@okhdfcbank,3
helpline@ybl,2
fastrefund76@okaxisback,222
verify@paypal,339
aryan@ybl,5
gursheel@okicici,1
gursheel@upi,4
saumya@okaxis,1
ananya@okhdfcbank,5
devansh@okaxis,3
saumya@paytm,5
kaavya@ybl,1
kaavya@okicici,1
ananya@fam,5
kaavya@fam,5
paytmcash@paytm,5
grocery@upi,3
ananya@okhdfcbank,4
anandi@upi,2
fastfood@okicici,3
kaavya@okicici,2
paypal@ybl,3
paytmcash@upi,4
helpline@okrefund,344
saumya@fam,4
fastfood@okicici,1
grocery@ybl,1
devansh@paytm,1
insurance@paytm,1
ananya@okaxis,0
fastfood@paytm,0
gursheel@okicici,3
refund40@customercareupi,282
ananya@paytm,0
fastfood@okhdfcbank,5
paypal@okhdfcbank,5
fastrefund@okaxisback,168
saumya@okicici,4
paytmcash@ybl,1
sbihelpdesk@okicici,4
paytmcash@ybl,4
anandi@okaxis,3
paypal@okhdfcbank,4
amit@paytm,5
amit@okicici,1
devansh@fam,0
paypal@paytm,5
kaavya@okaxis,2
aryan@okhdfcbank,5
amit@okicici,4
paytmcash@upi,4
amit@paytm,2
grocery@ybl,1
insurance@upi,0
helpline@ybl,3
fastfood@okhdfcbank,5
devansh@okaxis,3
amit@okhdfcbank,0
reward@okaxisback,336
sbihelpdesk@fam,3
sumit@fam,2
ishaan@ybl,5
ivy@fam,0
ivy@okaxis,5
cashback@paypal,301
ananya@upi,4
aryan@okhdfcbank,3
devansh@okhdfcbank,2
ivy@fam,2
sumit@ybl,2
ishaan@ybl,2
ivy@ybl,4
grocery@ybl,5
sumit@ybl,0
ananya@fam,3
paypal@okicici,5
gursheel@upi,2
sumit@okaxis,1
aryan@paytm,4
paypal@okaxis,1
grocery@okicici,5
anandi@okicici,3
ishaan@okhdfcbank,5
aryan@okhdfcbank,0
sbihelpdesk@paytm,3
ivy@ybl,3
gursheel@okhdfcbank,1
gursheel@okaxis,2
aryan@okhdfcbank,0
saumya@fam,4
aryan@fam,2
reward@customercareupi,436
devansh@okicici,0
amit@okaxis,0
kaavya@fam,5
aryan@paytm,4
helpline@upi,0
ishaan@upi,1
aryan@okicici,5
kaavya@upi,4
insurance@upi,2
saumya@ybl,5
grocery@upi,0
helpline@ybl,2
paytmcash@okhdfcbank,0
paytmcash@fam,5
ishaan@okhdfcbank,0
fastrefund66@okrefund,225
paytmcash@fam,0
loanoffer@googlepay,247
paypal@ybl,5
fastfood@upi,0
amit@okaxis,5
fastfood@upi,3
saumya@okaxis,2
fastfood@paytm,4
anandi@paytm,2
sbihelpdesk@okicici,3
sumit@upi,0
paytmcash@fam,2
helpline@upi,1
kaavya@okhdfcbank,5
gursheel@okhdfcbank,4
ananya@upi,1
ananya@ybl,1
saumya@upi,1
ishaan@okicici,0
ananya@upi,3
helpline@okaxis,4
paypal@ybl,1
ivy@upi,1
sbihelpdesk@okaxis,5
sbihelpdesk@ybl,1
sbihelpdesk@okhdfcbank,5
saumya@fam,5
ivy@okicici,5
ishaan@okhdfcbank,5
anandi@okhdfcbank,0
saumya@fam,0
paypal@okicici,3
ishaan@okicici,5
kaavya@paytm,0
insurance@okaxis,4
ishaan@paytm,3
paytmcash@okhdfcbank,0
insurance@paytm,1
saumya@okaxis,1
amit@upi,1
ivy@paytm,1
fastfood@fam,2
aryan@okaxis,3
ananya@fam,5
amit@paytm,4
refund@oksbibank,466
sumit@ybl,3
sumit@okicici,0
insurance@paytm,5
saumya@okhdfcbank,2
paytmcash@ybl,4
ivy@okhdfcbank,3
paytmcash@ybl,1
kaavya@ybl,5
aryan@ybl,3
paytmcash@upi,2
devansh@okicici,3
devansh@fam,0
grocery@okaxis,4
devansh@upi,0
fastrefund60@okhdfcbnk,213
helpline@ybl,5
gursheel@ybl,4
paypal@okaxis,5
amit@okhdfcbank,1
aryan@okicici,5
insurance@ybl,0
ishaan@okhdfcbank,0
kaavya@upi,2
grocery@ybl,4
grocery@ybl,5
ivy@okhdfcbank,1
saumya@paytm,3
ishaan@okhdfcbank,4
gursheel@okhdfcbank,5
devansh@okaxis,5
sumit@okhdfcbank,5
paypal@okicici,2
loanoffer@googlepay,424
gursheel@ybl,4
fastfood@okhdfcbank,3
saumya@paytm,0
aryan@okicici,3
sbihelpdesk@upi,3
amit@upi,1
ananya@okaxis,0
saumya@okaxis,2
sbihelpdesk@okaxis,2
anandi@paytm,0
amit@ybl,0
fastrefund@okicicii,227
sbihelpdesk@okaxis,0
amit@paytm,0
loanoffer64@okrefund,417
helpline@okicici,0
paypal@ybl,4
fastrefund@googlepay,113
ivy@okhdfcbank,2
ananya@okaxis,5
ivy@okhdfcbank,0
fastfood@ybl,2
devansh@okicici,4
ananya@okaxis,3
paytmcash@paytm,5
ananya@okhdfcbank,5
ishaan@paytm,1
sbihelpdesk@fam,5
paypal@okicici,4
insurance@ybl,5
devansh@ybl,5
fastrefund@oksbibank,375
fastfood@okicici,1
paytmcash@okicici,1
paytmcash@upi,2
ananya@okicici,1
gursheel@fam,1
kaavya@okhdfcbank,5
ananya@okhdfcbank,2
paytmcash@fam,1
grocery@upi,2
aryan@okaxis,4
ishaan@ybl,4
cashback13@oksbibank,457
anandi@fam,4
ananya@okaxis,5
anandi@paytm,3
paypal@fam,0
amit@okhdfcbank,3
grocery@ybl,5
amit@okicici,4
devansh@ybl,3
helpline@okaxis,2
gursheel@okicici,0
ananya@ybl,2
amit@upi,5
cashback@customercareupi,478
ananya@paytm,4
helpdesk22@customercareupi,339
saumya@upi,1
fastfood@upi,4
sumit@upi,0
ananya@upi,5
fastrefund@oksbibank,238
ivy@okhdfcbank,0
amit@ybl,1
ananya@paytm,5
paytmcash@paytm,5
ishaan@okicici,2
ananya@okaxis,1
insurance@fam,0
paypal@okicici,5
helpline78@okicicii,134
kaavya@ybl,5
sumit@upi,0
helpdesk@okicicii,447
sumit@ybl,3
saumya@upi,3
sbihelpdesk@okaxis,5
helpline@okicicii,203
fastfood@ybl,0
helpline@ybl,3
gursheel@okicici,5
ananya@paytm,4
ananya@okaxis,3
amit@okicici,5
helpline@upi,3
sumit@okicici,4
fastfood@okicici,4
ananya@fam,3
saumya@paytm,2
anandi@okaxis,2
grocery@okicici,4
amit@paytm,0
paytmcash@upi,1
sbihelpdesk@fam,0
paytmcash@paytm,2
ivy@fam,1
sumit@ybl,5
ishaan@fam,2
saumya@upi,4
grocery@okaxis,5
reward79@okaxisback,118
anandi@upi,2
saumya@okhdfcbank,3
saumya@ybl,5
fastfood@okhdfcbank,3
ishaan@okhdfcbank,4
paypal@fam,2
ivy@ybl,2
fastfood@okaxis,1
grocery@okhdfcbank,1
aryan@okaxis,2
anandi@okaxis,4
anandi@paytm,1
fastfood@okicici,1
ishaan@okicici,4
ananya@paytm,3
helpline@ybl,4
sbihelpdesk@okaxis,3
paypal@okhdfcbank,5
helpline@ybl,0
kaavya@upi,5
insurance@upi,1
saumya@fam,5
gursheel@okaxis,2
sumit@ybl,5
fastfood@upi,2
ishaan@okaxis,1
ivy@ybl,0
insurance@upi,5
helpline@paytm,5
helpline@upi,5
helpline@paytm,4
paypal@okhdfcbank,4
amit@fam,2
amit@paytm,5
helpdesk36@okrefund,463
devansh@upi,4
